名称,大类,中类,经度,纬度,省份,城市,区域
红星天铂2期,商务住宅,住宅区,114.591552,30.680872,湖北省,武汉市,新洲区
楚天都市蓝玉湾,商务住宅,住宅区,114.605964,30.67101,湖北省,武汉市,新洲区
中铁逸景湾,商务住宅,住宅区,114.605245,30.676002,湖北省,武汉市,新洲区
城投·东方领誉,商务住宅,住宅区,114.593687,30.68431,湖北省,武汉市,新洲区
清能熙悦台,商务住宅,住宅区,114.6098,30.672980000000003,湖北省,武汉市,新洲区
红星天铂二期,商务住宅,住宅区,114.592646,30.679478,湖北省,武汉市,新洲区
红星天铂小区,商务住宅,住宅区,114.59276,30.685572,湖北省,武汉市,新洲区
华发·中城中央荟,商务住宅,住宅区,114.597935,30.679013,湖北省,武汉市,新洲区
宝业·星毓府,商务住宅,住宅区,114.600964,30.682793,湖北省,武汉市,新洲区
武汉宝龙世家,商务住宅,住宅区,114.616665,30.689876,湖北省,武汉市,新洲区
香开长龙,商务住宅,住宅区,114.611997,30.689709,湖北省,武汉市,新洲区
武汉宝龙世家,商务住宅,住宅区,114.618972,30.690451,湖北省,武汉市,新洲区
阳逻金茂逸墅,商务住宅,住宅区,114.601763,30.688326,湖北省,武汉市,新洲区
华发阳逻金茂逸墅,商务住宅,住宅区,114.596431,30.686596,湖北省,武汉市,新洲区
佳兆业浣溪璞园,商务住宅,住宅区,114.617104,30.686266,湖北省,武汉市,新洲区
武汉物联商务区,商务住宅,住宅区,114.599092,30.690967,湖北省,武汉市,新洲区
武汉万达文旅城,商务住宅,住宅区,114.610031,30.692768,湖北省,武汉市,新洲区
绿城桃李春风·御园,商务住宅,住宅区,114.603392,30.696057000000003,湖北省,武汉市,新洲区
华发中城中央生态公园,商务住宅,住宅区,114.60322,30.698912,湖北省,武汉市,新洲区
华发·中城中央公园一期-北区,商务住宅,住宅区,114.602969,30.700113,湖北省,武汉市,新洲区
博大·学府城,商务住宅,住宅区,114.599499,30.712646,湖北省,武汉市,新洲区
金科桃湖美镇,商务住宅,住宅区,114.608711,30.721062,湖北省,武汉市,新洲区
金科桃湖美镇,商务住宅,住宅区,114.606192,30.719869,湖北省,武汉市,新洲区
格林美城市矿产循环产业园区生活区,商务住宅,住宅区,114.607081,30.748828,湖北省,武汉市,新洲区
沙口新花园,商务住宅,住宅区,114.479492,30.702847,湖北省,武汉市,黄陂区
沙口小区,商务住宅,住宅区,114.481364,30.704777,湖北省,武汉市,黄陂区
平江壹号,商务住宅,住宅区,114.553695,30.701528,湖北省,武汉市,新洲区
东原·朗阅,商务住宅,住宅区,114.555591,30.698812,湖北省,武汉市,新洲区
河口村先生塆,商务住宅,住宅区,114.650944,30.790609,湖北省,武汉市,新洲区
春兰园,商务住宅,住宅区,114.616418,30.788391,湖北省,武汉市,新洲区
鸡窝湾,商务住宅,住宅区,114.616188,30.793541,湖北省,武汉市,新洲区
古楼社区,商务住宅,住宅区,114.614009,30.796173,湖北省,武汉市,新洲区
柳细湾,商务住宅,住宅区,114.615068,30.842693,湖北省,武汉市,新洲区
文腾新佳园,商务住宅,住宅区,114.603978,30.836477,湖北省,武汉市,新洲区
靠山小镇,商务住宅,住宅区,114.621004,30.868825,湖北省,武汉市,新洲区
武汉天河国际机场综合楼,商务住宅,住宅区,114.204349,30.760066,湖北省,武汉市,黄陂区
爱尚园,商务住宅,住宅区,114.276284,30.769264,湖北省,武汉市,黄陂区
木兰俊才公寓横店,商务住宅,住宅区,114.28249,30.799629,湖北省,武汉市,黄陂区
横店空港花园一期,商务住宅,住宅区,114.283102,30.801254,湖北省,武汉市,黄陂区
新春花园,商务住宅,住宅区,114.279364,30.790772,湖北省,武汉市,黄陂区
武汉金恒福城市广场,商务住宅,住宅区,114.283954,30.80706,湖北省,武汉市,黄陂区
横店空港花园,商务住宅,住宅区,114.282097,30.803004,湖北省,武汉市,黄陂区
金恒福城市广场,商务住宅,住宅区,114.283081,30.807538,湖北省,武汉市,黄陂区
横店街复兴家园社区,商务住宅,住宅区,114.284709,30.805331,湖北省,武汉市,黄陂区
蓝天生态林园,商务住宅,住宅区,114.255025,30.806473,湖北省,武汉市,黄陂区
向店湾,商务住宅,住宅区,114.363324,30.772881,湖北省,武汉市,黄陂区
潘照湾,商务住宅,住宅区,114.407926,30.773438,湖北省,武汉市,黄陂区
甘家田罗湾,商务住宅,住宅区,114.410449,30.881311,湖北省,武汉市,黄陂区
青仔村还建社区,商务住宅,住宅区,114.342203,30.882599,湖北省,武汉市,黄陂区
童碓湾,商务住宅,住宅区,114.715632,30.753116,湖北省,武汉市,新洲区
新建公寓,商务住宅,住宅区,114.712258,30.776358,湖北省,武汉市,新洲区
站桥湾,商务住宅,住宅区,114.793285,30.780071000000003,湖北省,武汉市,新洲区
邾城街站桥塆,商务住宅,住宅区,114.792417,30.780345,湖北省,武汉市,新洲区
黄六官上湾,商务住宅,住宅区,114.744519,30.774697000000003,湖北省,武汉市,新洲区
武汉城建融创水韵长洲,商务住宅,住宅区,114.796767,30.815133,湖北省,武汉市,新洲区
靖药铺塆,商务住宅,住宅区,114.765293,30.811777,湖北省,武汉市,新洲区
王泗村大屋小塆,商务住宅,住宅区,114.694953,30.794357,湖北省,武汉市,新洲区
汪集镇胡胜祖后塆,商务住宅,住宅区,114.740216,30.796745,湖北省,武汉市,新洲区
华星·龙腾国际,商务住宅,住宅区,114.833746,30.825961,湖北省,武汉市,新洲区
新街村高家塆,商务住宅,住宅区,114.699331,30.828722000000003,湖北省,武汉市,新洲区
桂山村桂大塆,商务住宅,住宅区,114.71242,30.836472,湖北省,武汉市,新洲区
细何湾,商务住宅,住宅区,114.768373,30.850064,湖北省,武汉市,新洲区
吴太大湾,商务住宅,住宅区,114.760989,30.859632,湖北省,武汉市,新洲区
学林·博雅天城,商务住宅,住宅区,114.798814,30.852362,湖北省,武汉市,新洲区
欣佳花园,商务住宅,住宅区,114.801397,30.853287,湖北省,武汉市,新洲区
牧羊宗湾,商务住宅,住宅区,114.734301,30.878266,湖北省,武汉市,新洲区
大游湾,商务住宅,住宅区,114.684683,30.875219,湖北省,武汉市,新洲区
成家龙湾,商务住宅,住宅区,114.785424,30.89184,湖北省,武汉市,新洲区
泉水档,商务住宅,住宅区,114.795299,30.908155,湖北省,武汉市,新洲区
卧龙湾,商务住宅,住宅区,114.786198,30.917664,湖北省,武汉市,新洲区
桃花社区,商务住宅,住宅区,114.361572,30.907481,湖北省,武汉市,黄陂区
王家河东方社区,商务住宅,住宅区,114.419245,30.963183,湖北省,武汉市,黄陂区
方杨小区,商务住宅,住宅区,114.643792,30.898265,湖北省,武汉市,新洲区
刘成港,商务住宅,住宅区,114.666197,30.887391,湖北省,武汉市,新洲区
胡罗湾,商务住宅,住宅区,114.660904,30.907379,湖北省,武汉市,新洲区
善缘公寓楼,商务住宅,住宅区,114.351075,31.094985,湖北省,武汉市,黄陂区
岭南社区,商务住宅,住宅区,114.348613,31.089735,湖北省,武汉市,黄陂区
天缘园社区,商务住宅,住宅区,114.349346,31.088365,湖北省,武汉市,黄陂区
付氏尚苑社区,商务住宅,住宅区,114.348048,31.086834,湖北省,武汉市,黄陂区
聚星阁社区,商务住宅,住宅区,114.352424,31.095863,湖北省,武汉市,黄陂区
金域尚城,商务住宅,住宅区,114.124581,30.293171,湖北省,武汉市,江夏区
金隆小区,商务住宅,住宅区,114.124801,30.297583000000003,湖北省,武汉市,江夏区
金隆社区金康小区D区,商务住宅,住宅区,114.123718,30.298596,湖北省,武汉市,江夏区
金水小区,商务住宅,住宅区,114.192095,30.34392,湖北省,武汉市,江夏区
金港一号花园,商务住宅,住宅区,114.148908,30.339332,湖北省,武汉市,江夏区
新长江香榭国际城,商务住宅,住宅区,114.153718,30.340767,湖北省,武汉市,江夏区
金城社区,商务住宅,住宅区,114.154606,30.339512,湖北省,武汉市,江夏区
金口后山府,商务住宅,住宅区,114.158384,30.344103,湖北省,武汉市,江夏区
新长江香榭国际城,商务住宅,住宅区,114.157321,30.342995,湖北省,武汉市,江夏区
金口街花园小区,商务住宅,住宅区,114.134112,30.326645000000003,湖北省,武汉市,江夏区
碧桂园凰城,商务住宅,住宅区,114.08116,30.349636,湖北省,武汉市,汉南区
翠堤春晓,商务住宅,住宅区,114.084762,30.352241000000003,湖北省,武汉市,汉南区
武汉碧桂园江城纪,商务住宅,住宅区,114.082182,30.351824,湖北省,武汉市,汉南区
碧桂园·凰城河畔花林,商务住宅,住宅区,114.085569,30.350584,湖北省,武汉市,汉南区
新城天悦观澜,商务住宅,住宅区,114.029522,30.305248,湖北省,武汉市,汉南区
新长江香榭澜溪,商务住宅,住宅区,114.072867,30.302003,湖北省,武汉市,汉南区
幸福家园,商务住宅,住宅区,114.066667,30.302135,湖北省,武汉市,汉南区
航城丽都,商务住宅,住宅区,114.068646,30.302138,湖北省,武汉市,汉南区
时代海伦堡印记,商务住宅,住宅区,114.03213,30.306462,湖北省,武汉市,汉南区
渝樾春江,商务住宅,住宅区,114.028401,30.308908,湖北省,武汉市,汉南区
渝樾大观,商务住宅,住宅区,114.028905,30.324366,湖北省,武汉市,汉南区
武汉恒大时代新城,商务住宅,住宅区,114.037276,30.329238,湖北省,武汉市,汉南区
南岛·马影河畔C,商务住宅,住宅区,114.06764,30.32438,湖北省,武汉市,汉南区
南岛·马影河畔B,商务住宅,住宅区,114.06425,30.324374,湖北省,武汉市,汉南区
南岛·太白湖畔A,商务住宅,住宅区,114.061872,30.325383,湖北省,武汉市,汉南区
南岛太白湖畔B,商务住宅,住宅区,114.065499,30.32479,湖北省,武汉市,汉南区
绿地城,商务住宅,住宅区,114.062179,30.325579,湖北省,武汉市,汉南区
协子河畔B社区,商务住宅,住宅区,114.061078,30.333389,湖北省,武汉市,汉南区
经开中心城二期二区,商务住宅,住宅区,114.050219,30.333224,湖北省,武汉市,汉南区
北岛左岸B,商务住宅,住宅区,114.071509,30.329418,湖北省,武汉市,汉南区
汉宁楼,商务住宅,住宅区,114.044753,30.323333,湖北省,武汉市,汉南区
河滨世家,商务住宅,住宅区,114.064336,30.335835,湖北省,武汉市,汉南区
武汉绿地城,商务住宅,住宅区,114.065251,30.338077,湖北省,武汉市,汉南区
乌金农庄乌金山社区,商务住宅,住宅区,114.052642,30.343712,湖北省,武汉市,汉南区
万科华生·柏叶新城,商务住宅,住宅区,114.061085,30.339355,湖北省,武汉市,汉南区
兰亭风华,商务住宅,住宅区,114.067051,30.344958,湖北省,武汉市,汉南区
华发中城峰景湾,商务住宅,住宅区,114.066689,30.341805,湖北省,武汉市,汉南区
蒲潭小区,商务住宅,住宅区,114.07386,30.400434,湖北省,武汉市,蔡甸区
绿野名人居二期,商务住宅,住宅区,114.117282,30.392441,湖北省,武汉市,蔡甸区
军山街黄陵小区,商务住宅,住宅区,114.085705,30.407163,湖北省,武汉市,蔡甸区
木天署,商务住宅,住宅区,114.078516,30.407748,湖北省,武汉市,蔡甸区
黃陵卫生室罗式小区,商务住宅,住宅区,114.08836,30.407331,湖北省,武汉市,蔡甸区
幸福小区,商务住宅,住宅区,114.081075,30.409847,湖北省,武汉市,蔡甸区
华之泰养生花园,商务住宅,住宅区,114.08542,30.404796,湖北省,武汉市,蔡甸区
凤凰园,商务住宅,住宅区,114.085536,30.421738,湖北省,武汉市,蔡甸区
奥山经开澎湃城,商务住宅,住宅区,114.084691,30.427375,湖北省,武汉市,蔡甸区
全力南企业小区,商务住宅,住宅区,114.100417,30.448261,湖北省,武汉市,蔡甸区
花博汇蓝城桃李春风,商务住宅,住宅区,114.075331,30.484681,湖北省,武汉市,蔡甸区
世茂嘉年华,商务住宅,住宅区,114.085302,30.484066,湖北省,武汉市,蔡甸区
世茂龙湾2期,商务住宅,住宅区,114.090728,30.486331,湖北省,武汉市,蔡甸区
世茂龙湾4期比弗利,商务住宅,住宅区,114.09751,30.487903000000003,湖北省,武汉市,蔡甸区
武汉院子,商务住宅,住宅区,113.971772,30.437739,湖北省,武汉市,蔡甸区
常福小区,商务住宅,住宅区,114.043016,30.429408,湖北省,武汉市,蔡甸区
福兴小区,商务住宅,住宅区,114.039264,30.433271,湖北省,武汉市,蔡甸区
龙王社区5栋,商务住宅,住宅区,114.052378,30.454405,湖北省,武汉市,蔡甸区
龙王社区1栋,商务住宅,住宅区,114.052709,30.455084,湖北省,武汉市,蔡甸区
龙王社区8栋,商务住宅,住宅区,114.055152,30.454692,湖北省,武汉市,蔡甸区
方兴小区,商务住宅,住宅区,114.055076,30.506817,湖北省,武汉市,蔡甸区
孱陵之星,商务住宅,住宅区,114.064397,30.505045,湖北省,武汉市,蔡甸区
西岸百合春天,商务住宅,住宅区,114.051615,30.504555,湖北省,武汉市,蔡甸区
园丁阁,商务住宅,住宅区,114.051518,30.506643,湖北省,武汉市,蔡甸区
福集华府,商务住宅,住宅区,114.052234,30.507203,湖北省,武汉市,蔡甸区
方兴社区东区,商务住宅,住宅区,114.057285,30.506244,湖北省,武汉市,蔡甸区
方兴社区西区,商务住宅,住宅区,114.053943,30.507085,湖北省,武汉市,蔡甸区
邱屋台,商务住宅,住宅区,114.024105,30.532667,湖北省,武汉市,蔡甸区
萃锦园,商务住宅,住宅区,114.086288,30.503586,湖北省,武汉市,蔡甸区
DRAGON BAY,商务住宅,住宅区,114.08984,30.488693,湖北省,武汉市,蔡甸区
世茂龙湾1期南湖半岛,商务住宅,住宅区,114.088396,30.502834,湖北省,武汉市,蔡甸区
世茂龙湾,商务住宅,住宅区,114.087144,30.506041000000003,湖北省,武汉市,蔡甸区
南湖小区,商务住宅,住宅区,114.099778,30.511176000000003,湖北省,武汉市,蔡甸区
绿地美湖,商务住宅,住宅区,114.093186,30.51376,湖北省,武汉市,蔡甸区
世茂国风11期,商务住宅,住宅区,114.090314,30.504954,湖北省,武汉市,蔡甸区
悦湖明珠,商务住宅,住宅区,114.104634,30.510052,湖北省,武汉市,蔡甸区
世茂龙湾八期锦礼,商务住宅,住宅区,114.088734,30.50691,湖北省,武汉市,蔡甸区
江大园,商务住宅,住宅区,114.158831,30.523561,湖北省,武汉市,蔡甸区
金桥·普林斯顿,商务住宅,住宅区,114.145728,30.521756,湖北省,武汉市,蔡甸区
东方夏威夷国际花园水映香堤,商务住宅,住宅区,114.138962,30.522054,湖北省,武汉市,蔡甸区
后官湖·水上人家,商务住宅,住宅区,114.146587,30.520775,湖北省,武汉市,蔡甸区
郑家咀社区服务运营中心,商务住宅,住宅区,114.146249,30.543041,湖北省,武汉市,汉阳区
郑家咀小区,商务住宅,住宅区,114.14688,30.542910000000003,湖北省,武汉市,汉阳区
罗家咀小区,商务住宅,住宅区,114.158872,30.540508,湖北省,武汉市,汉阳区
四季永兴,商务住宅,住宅区,114.145032,30.55033,湖北省,武汉市,汉阳区
观湖园,商务住宅,住宅区,114.084017,30.531563,湖北省,武汉市,蔡甸区
知音湖畔,商务住宅,住宅区,114.084848,30.530718,湖北省,武汉市,蔡甸区
观湖园2期,商务住宅,住宅区,114.089096,30.530981,湖北省,武汉市,蔡甸区
同济医院专家小区,商务住宅,住宅区,114.11596,30.533726,湖北省,武汉市,蔡甸区
马鞍山小区,商务住宅,住宅区,114.093176,30.538193,湖北省,武汉市,蔡甸区
景瑞江山悦,商务住宅,住宅区,114.092761,30.551167,湖北省,武汉市,蔡甸区
金地朗悦,商务住宅,住宅区,114.097838,30.551528,湖北省,武汉市,蔡甸区
知音盛棠,商务住宅,住宅区,114.079247,30.537267000000003,湖北省,武汉市,蔡甸区
马鞍新小区,商务住宅,住宅区,114.094549,30.537932,湖北省,武汉市,蔡甸区
新天村拆迁过渡房社区,商务住宅,住宅区,114.129531,30.555189,湖北省,武汉市,蔡甸区
新天社区,商务住宅,住宅区,114.127032,30.556548,湖北省,武汉市,蔡甸区
三五四五社区,商务住宅,住宅区,114.124814,30.55449,湖北省,武汉市,蔡甸区
三五四一小区,商务住宅,住宅区,114.131164,30.555079,湖北省,武汉市,蔡甸区
新阳花园,商务住宅,住宅区,114.101804,30.588161000000003,湖北省,武汉市,蔡甸区
琴断口街江城小区,商务住宅,住宅区,114.084468,30.591291,湖北省,武汉市,蔡甸区
汉水新城中法印象,商务住宅,住宅区,114.077554,30.59008,湖北省,武汉市,蔡甸区
中粮祥云·地铁小镇,商务住宅,住宅区,114.003637,30.579568,湖北省,武汉市,蔡甸区
